"769968532314529792","Con lo cual he abierto todas las ventanas y he conectado el móvil a los altavoces, a ver si ahora suena mejor ","P"
"769967832876613632","@elitron77 Efectos prácticos. Aprovechar el desorden del rival. Lo hacemos todos ","P"
"769645274440531968","@pilar_diz Buenooo, claro que si y a @chefidiaz se le está pegando...Pero es estupendo. Scoop. No dejéis de verla. ","P"
"769667580248354817","@noorihabb aquí tienes a mi bae aka una egipcia preciosa que esta aprendiendo español. Os llevareis bien  @SalimBenserghin","P"
"769899517365874689","@Aylinaylinchu @rompemelcorazon ta entonces me entendes porque no hablo chino amorrr ","NONE"
"769909632169041921","Cuando contrato 500mbs extra y llevo consumido 3 Gb JAJAJA cuando vea la factura no habrá tanta risa ","N"
"769909114109648900","Gracias por compartir querido Pepín  @CliftJose","P"
"769881236533895168","@MikaCookies gracias por el follow   y espero que consigas muchas firmas ^^","P"
"769619934989213696","Que bien, cuando marca el Madrid a mi portátil le apetece darme un pantallazo azul y reiniciarse ","N"
"769607373224812544","@ElenaDiazGarcia el final volviendo a la aldea es quizá demasiado tierno ","N"
"769598379039023104","@Demasiaupalbodi enhorabuena! Disfruta por los que nos quedamos en el camino ","P"
"769597539305791488","@MasRazonqUnSant Entro el golpe,limpio como una mañana de primavera ","NEU"
"769921244674285569","@JoaquinRamirez @DiarioSUR Hola Joaquín, redifundimos. Un abrazo ","P"
"769925890763612161","@juanrallo Seguro que la palabra ""social"" aparece en numerosas ocasiones ","NONE"
"769830949156773888","Lo de quedarse sola en casa sonaba a planazo de domingo, hasta que me doy cuenta de que no hay dulces en casa ","N"
"772408946393047043","@MalaSangrePaTi Ahora @RadioCable, antes @CarneCrudaRadio... triste deriva en la parrila de @La_SER  #YoSoyBerlin","N"
"772408919746605056","Mira que cucada 😍😍😍😍😍😍😍😍😍 Le he puesto hasta el lacito k llevaba el de ash  https://t.co/4ZHEft8f0q","P"
"772543746361663488","@fernando_rueda aah Ok! Pues está genial porque no da sensación de estar encerrado ","P"
"772547740081524736","@manowl @lugaricano Pero es absurdo! Y más si argumentamos que muchos españoles se ven obligados a salir de España... ","N"
"772547177566593024","@GuerraCivilLeon Tremendo. Mañana a una hora de mayor actividad os meneo. ","P"
"771426766300872704","@FrancisHD3 En Octubre haré cositas, un fuerte abrazo ","P"
"771440279668813824","@21LVA  el mejor jugador de España .que jugon   ","P"
"771437334944485376","@isabelgordejo @CeliaFlores9 qué tendrá brozas.. jaajajaja que me descontrola, será la mala influencia ","N"
"771436046420701184","@KraskanLOL a mi me dan un poquito de pena la verdad ... no van a ganar para psicologos ","N"
"770674641530740736","Recuerdo a un podemita al final de una discusión q me dijo en F ""y si nos tienen que robar por lo menos que sean otros""  #MarcaEspaña ","N"
"770749467092025344","@ponteaprueba Pablo de día y Paula de noche  Aquí me tenéis. Un verdadero placer chic@s!","P"
"770740237941280768","@elOrdenMundial @luisalisferrer @BBCWorld ninguno obligatorio si tienes polla ","NONE"
"770751062257074178","@Disasterology9   -ojos preciosos SÚPER grandes -mayas extravagantes -me debes un póster  -muy agradable ","P"
"770746512309641216","pa kuando la siguiente temporada de Rick y Morty ","N"
"770742343741935616","@JuliaRguezzz7 yo me las puse y acto seguido me las quite por que no era capaz de desbloquear el móvil ajjajajja ","N"
"772461065510715392","@Fanta_Esp @mangelrogel @CelopanYT me lo pase genial ","P"
"772435799988178944","@SrtaMusic @MlleGardevoir no tengo  La lejía seria un buen sustituto?","NONE"
"772435295916658688","Que rápido pasa el tiempo solo se que cobro cada mes y ni me da tiempo a gastar ","N"
"772504520291221504","@prensa14 @bezdiario Más una crónica que una opinión. Me esperaba lo segundo. Incluso te lo pido ","N"
"772503834363039744","#eljuegodemivida Rambo, mi primer juego de 48k en spectrum.... La Abadía del crimen otro potente   #mundoviejuno","P"
"772499531363676160","Mañana vuelta de vacaciones, lunes, ola de calor 40°, si me queréis secuestrarme ","N"
"772043139934785536","@lopeeez99 Después de todo lo que trabajo normal que duerma hasta las 12, ignorante ... ","N"
"772028149056012289","@radiocable Siempre caen los mejores.  Suerte.","P"
"772079720821301249","@PesPrimicias Gran noticia, es algo de lo que me he quejado en mis vídeos, sobretodo las pérdidas frecuentes de balón de la defensa ","N"
"772076047651266561","@FernandoJaso Yo la verdad que soy de mucho más lejos aún... Asturias... 😂 Pero ya coincidiremos!  💛","NEU"
"772073446150959104","@david_bonilla no poderme quedar el sábado al evento familiar de la @tarugoconf me jode, pero la familia me necesita en BCN ","N"
"772518244783689728","@mozzarellaplays @Chema_RR @fran_cordobaaaa @V1daldus_Orochi mira que lo intento, pero ni queriendo soy malo tio ","N"
"772521392331972608","@lttgrl  Hmmm pues no se como poder ayudarte mas , a veces es cierto que cuando estoy muy cabreado ni mi truco me sirve ","N"
"772522421911973889","Las imágenes del fuego en Jávea son terribles, vaya forma de acabar el verano ","N"
"772393816129171457","#dueloequilibrista Gracias por hacer la mañana más feliz con el programa   LO IMPORTANTE ES NO MIRAR ABAJO!!","P"
"772390584610852864","Que bonito es estar del otro lado del charco, sin recepción para evitar hacer llamadas en la peda.! ","P"
"772473785995894784","hoy es mi último día de vacaciones y lo más emocionante de mi día ha sido hacer el puzzle de sunggyu ","N"
"772438627817316352","Yo quería que Callie y Wyatt siguiesen juntos ","N"
"772438255241428992","@arita_para Por supuesto, y lo repetiríamos hasta la saciedad jajaja ","P"
"772470337720246272","@abelicc @PabVis ""Prodemocracia"" suena raro cuando quemas medios de comunicación ","N"
"772475610295926785","@mtvspain debería liarla en el @dcodefest con un stand que proyectara desde el público a las pantallas del concierto  #MTVDcode2016.","NEU"
"772466616730779649","Os acordáis cuándo decía ""bighit podrías sacar una película o algo explicándolo todo"" Gracias ","P"
"772469006678781952","@felatriz88ATV Lo dicho, contenido erótico y no sexual.. y me encanta... ","P"
"772449022913241088","Y claro, como ella me ve fea y gorda pues lo que hay, da gusto vivir con alguien así ","N"
"772447973469020160","@AbadesaLPD todas las críticas son calificativos,  nadie argumenta o desmonta nada.  Eso sí que es curioso ","N"
"772489992442642432","Me siento tan indefensa cuándo me pinto las uñas de los pies y las manos ","N"
"771408825958199296","Estáis por aquí para publicar el preguntas y respuestas del especial 70k? Manifestarse locos ","NONE"
"771422471849467905","@wanturtrophy yo ya no como carne así que eso  y oye pruébalo que aunque sea comida de otakus est mu rico","NEU"
"771421649254096896","@Elsolesamarillo @pablofdezfdez la pasta estuvo bloqueada porque la Diputación estaba bloqueada, crack. Hay que saber de lo que se habla ","N"
"771345696775700480","Algo bueno que le puedo encontrar al incendio de Villava es que esta tan cerca del Instituto... seria una pena que se quemase... ","P"
"771382571150241792","@ReikoAyanami tu te planteas comprar gráfica. Yo si lo planteo tengo que comprar todo, mi pc es un venerable anciano ","N"
"771379905661632512","@GermanIdoate Esa lucha constante a la hora de hacer el control... ","NONE"
"771376546762326016","Os juro que a veces hacer el encaje pah un realista más bien lo que hace es joderme la vida ","N"
"771458353302237184","Nunca me has decepcionado como persona. Eres alguien genial, te quiero mucho y ojalá vernos más","P"
"771457153429344257","@LaVozDeLarra @ganyet Muy pero que muy bueno. Lo dejaron solo al pobre chaval en una batalla contra Afganistán ","NEU"
"771463356091858944","@mcadry0 luchemos por un pitufo verde, por la diversidad de los pitufos ","NONE"
"771452078183030784","@mariaenlalluvia El horario para repartidores me parece suficiente, el problema es que no hay control y todos abusan ","N"
"771455113990922241","así que paso ojalá me salga mañana bien griego ","N"
"771471978154827776","P sí que miro las confesiones del curiouscat pero no puedo responderlas. Desde aquí gracias, tío ","NEU"
"771471745870102528","Que GUSTAZO me da que España le gane a Bélgica en su puta CASA y encima con goles de un CANARIO ! ","P"
"771471627628515328","@DianaMenendez97 tengo un examen pero me cago como si tuviera 58  graxias bb mañana veras mi cara de felicidad en el mejor estado 💖","NEU"
"771480890627219456","@almudenadiazact hombre no le pidas una resolución HD a mi pulso viejuno y con la cámara del movil  Pero es pequeñita y chula ","NEU"
"771480876102320129","Tengo que hacer resumen de sociales de 5 temas y todos los ejercicios de 4 temas  Me suicido ya?","N"
"771271592437551105","Anoche me cabree y me fui a dormir sin felicitarlos    Un premio a mi gran persona ","N"
"771342004303306754","Volvemos con energía y carta nueva  #Elche #ColumpioBar https://t.co/9zwgh0fkrQ","P"
"771319189747429376","@LadyOrapma Uy! que pronto, a mi me toca el martes que viene! buah, no voy a pillar ningún grupo bueno ","N"
"771318036364140545","Aveces pienso que podría pintarme las uñas de otro color que no fuese negro pero esq solo me gustan negras ","NEU"
"771339452547473410","@lalolaseva29 Sí, estamos volviendo a bajar los brazos  Abandonando las plazas ocupadas de ilusión como abandonamos después del 15M.","N"
"771337102860619776","@angeltxele @DAlvarez1976 @LuisCabcav qué bar y en qué calle está? Seguro que he estado alguna vez ","NONE"
"771336990818205700","@drea_aries es como muy incómodo hacer fotos mientras la otra persona cena ","N"
"771355957360201728","@21NoticiasCom Grazas por difundir a nosa campaña ","P"
"771332534118514689","MCs ¿Queréis un header como los que hicimos ayer? Háblanos, colabora y échate un free para nosotros y será vuestro. 😎😘 Se agradece RT ","NONE"
"771370241091776513","@weezermij @CinebaratoCom gracias por lo primero. Cada día intentando mejorar ","P"
"771360851894960128","@josebarreiro9 Cuando he visto lo del Super Mario World me he quedado un poco loco ","NEU"
"771390674222641153","ojala alguien me dibujada con un vestido muy bonito ","P"
"771294072715771904","@laSextaTV @jalisdelaserna ole Jalis!  deseando verlo! Abrazo grande! ","P"
"771323012431872000","Acabo de soñar una cosa muy rara y pues ","NONE"
"771308087344889857","Quiero entrar en algún grupo de WhatsApp feminista o lgtbfriendly ","NONE"
"771302670078451712","@CodereApuestas Podrian hacer como en las quinielas de futbol, cobrar lo que hayas acertado en Acumuladas sobretodo. ","N"
"771301350785290240","@Karmazul Venid y queredme, malditos. Estoy falta de mimos ","N"
"771327547766345728","Te hago un favor, te dejo criticarme porque se que no tienes cosas mejores en tu vida que hacer. ","N"
"771138859044339712","Indispensables para mañan – Estuche – Calculadora – Vaselina ","NONE"
"771252286915878912","@Tarhod @Torllo En el mio lo tienen de mayo a octubre incluidos, ay ","NONE"
"771250195325591552","@15_pollypocket Nos dejamos a V por una equivocación ^^ Primero suspendió el práctico pero al final se lo sacó ","NEU"
"771765617653325825","@ElenaRmsSnchz jajaja cómo nosotras por supuesto  😍💙🔥  nos vemos ya dentro de poco! #unadecine #yotradefiesta #porfavor","P"
"771765026562637824","@ldpsincomplejos En lo relativo a la secesión mi estimado @juanrallo es un amante de las marcianadas. Pero debatir con él es entretenido ","P"
"771757934422396928","Tenemos que investir un gobierno, cada vez que vamos a elecciones los venezolanos lo pasan mal ","N"
"771757679001870336","@Munditoanime @animesymanga @susuzomi @carrillovegal19 @Draco_LionHeart  Usted me volvió a ocurrir lo mismo ","NONE"
"771654387500396545","@RomualdoIsla @AngelaBuquet totally agree. La frase es de Nicolás Buquet, otro representante de las nuevas generaciones ","NEU"
"771716656473186304","Gracioso q se puedan acercar hasta los videos jaja ","P"
"771712765593608193","@visionactualve @Currice @JPelirrojo @rushsmith @YellowMellowMG felicidades chicos !!nosotros como vuestros fans estamos super orgullosos ","P"
"771709522817744896","Llevo dos semanas con los efectos secundarios de mi quemadura del hombro ","N"
"771653432532807680","Anoche al final vi una película romántica y me quede en casa de mi prima ","P"
"771651742081490950","@nclu13 ¡Enhorabuena! Eres el ganador del sorteo, escríbenos un mensaje privado para darte el premio ","P"
"771784577924927488","@ChanqueteFest Hola de nuevo, mi amiga se puso en contacto pero seguimos sin respuesta ","N"
"771783795909484544","@aalfaro_ropero algún día me mandaras un md y me dirás cosas bonitas como te digo yo  te quiero 😳💞","P"
"771792461127622656","@MariaIsabelDeRo vaya spoiler más gratuito para los que aún no la hemos empezado ","N"
"771786345165496321","@_Miss_Donovan Laura!  Que luego te distraes de tu objetivo así ","N"
"771671814338514948","Miradme jaja aquí haciendo la ciencia jaja  nunca lo entenderíais sois prescindibles","N"
"771671098534395904","@david_go88 genial pues, es la primera vez que les escucho ","P"
"771669080470200320","¿Cuándo va a estar disponible el correo.ugr? Lleva varias horas sin dejarme entrar, @CanalUGR ","N"
"771780938347020289","@PetruskaWTF La perrita de mi tío se murió de eso la pobre  y el perro de mi primo igual","N"
"771779107210264577","Ando pillada de tiempo y esto no me deja mandar MP, a ver cuándo podemos comentar  un besazo!","N"
"771730880947712000","@Ana_Ankh Quiero verte otra vez  vuelve ya de tu cvtre pueblo.","NEU"
"771730088723353600","@danielrn5 a veces son ellos los que me reportan o bloquean, jajajajaja. Un zasca mínimo se llevan! ","N"
"771733250654007296","@juanpsanchez Mil gracias por compartir mi post, Juan Pedro ","P"
"771735113994502144","La vida hay que verla de manera optimista. Hay que luchar, hay que ser fuertes ante todo. ","P"
"771752935369965568","Hasta tal punto, que al comprar las entradas no hay opción de coger la VIP, pero aún así ellas por arte de magia la tienen ","P"
"771626438134943745","Buenos días amigos de Facebook   ¡¡Volvemos a tener Granizados de… https://t.co/CLIkFsFIts","P"
"771469157128871938",".@abyssal_psycho soy la primera persona del mundo en subir al 110 con la raza de murloc warrior ","P"
"771468980796227584","@offwestermeyer @radio3_rne clado que sí. En serio, gracias por todo lo que nos has enseñado ","P"
"771608786284912641","@ijustcangetenof Si lo pusiera Puigdemont, Rajoy, Rufian, etc lo RT igual eh  #opinión of course! Pero hay que visivilizar el asunto ","NONE"
"771644494940819456","@RokyBM no nos quedan , pero estan pendientes de que nos entren¡ ","NONE"
"771643077270188032","@manumateos @Naruedyoh Conmigo no los tiene abiertos porque me bloqueó ","N"
"771641451222487040","El tío que está delante mía en el ambulatorio lleva una camiseta chulisima de Dark Souls ","P"
"771603783985922050","@KikoMilanoES ojalá un #kikochipiona y no tener que irte de tu ciudad para encontrar cositas guays ","N"
"771614140070703105","@InesAlcolea Ves quedándote con los sitios bonitos que hay que ver que en unos meses estoy yo por allí para el SSS ","P"
"771619929762123776","@LauraFreixas @AlainCuenca No se hable mas.  Lo planificamos para setiembre 2017 ","NONE"
"771646084732956672","@QuirosRuiz @JaviMelero77 @dacebal Con Anelka y Dinho el Sporting causaria conmocio  ","NEU"
"771806058176184320","@FresasConChoco Muchas gracias  Muy feliz y dulce finde ","P"
"771805845193719809","@SylviLG Preciosa captura  Ya nos toca. Feliz vuelta al reabajo  Muy feliz fin de semana ","P"
"771801538310307840","@leonjorgedotcom My dear, has leído mi mail? #sinpresion ","NONE"
"771696509729595392","@JayrmitTheFrog a mi me gustaba antes. Ahora todo es super cuadrado y feo ","N"
"771689584052895744","¡Gracias a todos los socios que hacéis posible nuestro trabajo!  https://t.co/EkL2Myl30A #FelizViernes https://t.co/uGgGGanK5H","P"
"771483712521396229","@carogarsi @veraftmnts te mato, mañana por la noche máximo eeh. Te dejo que descanses hoy ","N"
"771497464943837184","Quiero un puzzle grandote y bonito para viciarme tras los exámenes... ","P"
"771745446180057089","@guerraypaz ¿es una posibilidad remota o una propuesta firme? ","NONE"
"771482382536933376","Este mal no se le deseo a nadie esto es peor que tener fiebre un viernes ","N"
"771516482920542208","@HeartStealxr abiso que los de andros son los peores en mi opinión ","N"
"771867354569531393","@OumaimaSH cuando estés en Salamanca, si tienes pensado visitar Valladolid, me dices y te enseño! ","NONE"
"771861112644046848","@AMiAire3 bufeo a los bombarderos y que arreglen a los putos rammers que salen ilesos, si no no juego ","N"
"771839367937716224","¿Me podrían recomendar alguna película antigua que les guste?  Muchas gracias ","NONE"
"771855216622891008","Realmente, eso no es un conejo, tiene pinta de rata y no es coña ","N"
"771856884009672704","Me quiero morir para no tener que aguantar esta puta calor ","N"
"771916212192284673","almenos tu luzu  me haces un poco feliz diciendo eso pero mas si me respondes esto SALUDAME jajajaja  PLS...!","P"
"771910717217923072","Fav si te doy asco y me quieres ver muerto  Haber cuantos somos ","NONE"
"771870167957704704","El Día que Nina Simone Dejó de Cantar debería ser best seller por lo menos ","P"
"772891871588782089","@Johnsong_96 claro tio tengo que sacar matricula de honor ","NEU"
"772897526831779840","Recordad seguir a todos los del rol! Técnicamente es una norma que nos sigamos todos mutuamente, así no nos perdemos roles! ","NONE"
"772896079943786496","Fred y George (HP) -Baes  -Los mejores -Irradian alegria -Fred  -La voz de Jordi Cruz https://t.co/tBZUeFL5UN","NONE"
"772895418413903872","Mañana empiezo segundo ds bachillerato       Pero me la suda porque el miércoles empiezan las fiesta$$$$","NEU"
"772889655100469250","Me quedan 2 capítulos de la sexta temporada de PLL, y no quiero acabarla porque sino hasta que doblen la 7 no podré ver nada más ","NEU"
"772770942523146240","Hoy llegamos al medio millón de subs en el 2º canal, buen regalo de cumple no? ","P"
"772826477788270592","Tengo esa mala costumbre de juzgar a la gente sin conocerla. Debo cambiar y lo haré ","N"
"772825430109908992","Bueno, vídeos de hoy programados, estoy motivado con youtube, el descanso me ha sentado genial ","P"
"772828002610716672","@SrGraimito estas finisimo esta tarde vete a hacer tests ","NEU"
"772847247444893697","@porporaporpita justo compré el otro día la de coco en @pprimor de la calle pelayo en Barcelona ","NONE"
"772844652634529792","@Koosinero me suena dice, solo me sirve quien la haya visto entera ","NONE"
"772850133574778885","Igual tengo 80 de fiebre .. pero aquí sigo .. moribundo .. pero sigo ..  #quemalitoestoyy","N"
"772869049780957184","Martita guapa verde Brandon  Se que no pega la foto pero  https://t.co/HtNc1flEEq","NONE"
"772879040965378052","@LaserPani No  No sé ni que es eso yo solo estaba escuchando el álbum que compré hoy ","NONE"
"772884229705363456","@ithaisa_sm Personalmente, lo que me digan los expertos, como @Midietacojea , y esté basado en la evidencia... Va a misa ","P"
"772881721457045504","@ladywolffcom sí, es que justo no se qué ver, y por si al menos de lo mala que es me reía algo ","N"
"772871475858698240","Hace poquito este dibujo cumplió 3 años   #Gaara #naruto #Anime https://t.co/WhjXtFImnh","NONE"
"772865220859625472","@ChioUyuni dile a Alex que hay aceites para cuando te duchas que arreglan la piel como los ""codos"", ahora los tengo finísimos ","P"
"772864972384796672","@caosasumido ya lo sé, pero tendrás que pedir una llave nueva y esta vez hacer un duplicado ","N"
"772864851626590208","@GamerMechitas Lo de Mario Kart es un poco raro, como está en un movil... Peró, quizás me lo descargue ","P"
"772885161855881216","@SanchezBurgos Suelo leer críticas muy diversas de ese lugar. Me quedo con la suya.  @christian_bau","NEU"
"772856435390550016","@RutsKai nop, la paja me la haré cuando cuele el haberlas ","NONE"
"772786216450215936","@Ivy_Flar la líder de las Gerudo? Podría ser aunque en bonito ","P"
"772792785174990848","@JMLlido luego vas de izquierdoso. Pobre obrero ","N"
"772780326510850048","@UnNegocioUnaWeb ¡Gracias por tan buenos consejos en vuestros cursos! ","P"
"772809369817874432","Pero como no tengo una puta mierda en común pues nadie me mete para ningún grupo ni nada, claro ","N"
"772814898980069376","Lo gracioso va a ser cuando llegue el 11 a Madrid y no pueda dormir porque tendré el horario cambiado ","N"
"772819338327883776","Tenemos nueva actualizacion en F1 2016! Muchos cambios y mejoras   https://t.co/5P5jk3qwrB","P"
"772817931558350848","He leído la culta y muy divertida novela #RegaloDeReyes. He disfrutado mucho. Spoile los reyes (no) son los padres  @jzamorabonilla","P"
"772817756085424128","Que ganas tengo de volver a disfruta pronto de él y que lejano lo veo    #SiNoEstás4días","N"
"772819990697353216","@COOLMODcom buenas tardes, si fuese posible actualizar el presupuesto con las indicaciones que he dejado en la consulta #296798  Gracias ","P"
"772812657468604416","@alfredoduro1 @Elpurpleweekend qué grande eres Alfredo. Soy de los pocos que te sigue por tu buen gusto musical. ","P"
"772839996520882176","Que agusto se queda una después del Circuito termolúdico de  @balneariohermid ","P"
"772800719342665728","@fatishaaban @ilusdelus jajaja espero que lo hayas disfrutado!! Bienvenida a Twitter ","P"
"772798011483258880","Esta tarde me compro el primer libro de Biblioteca Mitológica que sólo cuesta 2€. Ya los demás no que son casi 10€ ","NEU"
"772802790733254656","Un gilipollas se me ha cruzado entero en una rotonda  y ya le estaba viendo que lo iba a hacer","N"
"772798611541397504","esque to da calor y encima las cosas que me quedan flama estan sucias ","N"
"772803759160365056","@SKRLaParking Mi ciudad bonitaa llena de nieve fijo  , gracias, es que pensaba que solo estaba en netflix ","NEU"
"772736659469262848","@elenganche @izuzquiza @SpainMediaRadio Mucha suerte en esta nueva aventura a @elenganchejd. Escucharemos atentos ","P"
"772762588778209280","¡¡Entramos en el mes de septiembre con las pilas cargadas!! Bienvenidos de nuevo a vuestra clínica dental de confianza ","P"
"772762268211830784","@mismuertxs ¡Están muy buenos! Seguro que te suben el ánimo ","P"
"772749297280516096","@WaterMoves AHORA PORQUE NO ESTÁ MISTY SINOOOOOOOOOOOO Además Ash tiene un colgante de Misty ","NONE"
"772747694448181248","@ManuShooter69 @WaterMoves Además cuando dice que se casaría con Ash  o cuando visten de yukata juntos en el festival ayy","NONE"
"772765788797300736","@FrewtwoJ y me dices cual es  Maldita gentuza envidiosa, que dejen de denunciar sin sentido ¬¬","N"
"772765455677329408","@FEED_eSports Los equipos son igual de serios que en la liga que juegan ","NEU"
"772599969052233729","En versión extendida. 4 horas. Y no vamos ni por la segunda ","NEU"
"772599319006502912","@CaoAbel FUMAÍTO VIVO. Jajajajajaja si estuviera contigo te contaba Abelito... ","NONE"
"772571610515705856","@LadyAlmaMeow por que me sacas los trapos sucios irene  tu qué ,no tienes nada que hacer los dias de semana por la mañana?","N"
"772667424315416580","@gamusino si algún día quieres echar una ojeada al plan de transportes de Madrid de 1988 ya sabes ","NONE"
"772562884010401792","Esta semana estoy de vacaciones, mañana o pasado os publico un vídeo y el domingo directo como siempre ","NONE"
"772561727108112384","@JuanVillah @navedelmisterio Increíble recreación Juan, me ha retrotraido al día que lo visité!! ","P"
"772558378304495616","Ufff, que rabia da que pongan los conciertos entre semana. EXISTE CLASE, VALE? ","N"
"772559951822778372","espero que no soñéis conmigo vaya palo no ","N"
"772538618028158976","@GiorgioJater tenía pensado cuando me quitase este ponerme unos de kpop  a la siguiente contigo lindo","NONE"
"772728478483570688","@Iberia Lo del podio para darle el premio es más cómico que la diferencia de altura, que la tenemos todos ","N"
"772712841635823617","@TheLordTomahawk tengo que hablar todavía con las librerías pero a ver si cae la primera este mes ya  @KILLYTokio","P"
"772692508476407808","@Mypadel_... ¡¡No dejes pasar esta gran oportunidad!! Recuerda... Click Play!!! ","NONE"
"772701927192887296","@pilacutre y yo seguire sin estudiar ciencias politicas porque a mi madre le parece maña idea pero  ","N"
"772701900303114240","¿Aprender Motion Graphics en #Barcelona sin que me cueste un riñón es posible? ¿Alguien conoce algún sitio? ","NONE"
"772708734229422080","@keirzar @YouTube si pasa lo de la ultima vez te mato y listo ","N"
"772705685788319744","@Perlalegitima Es una buena forma de dar la bienvenida a mi casa ","P"
"772733720252022784","@hippisystem @greenjoing claro jeje lo que sea será, siempre ahí que ser positivo y tener una sonrisa ","P"
"772730476314460160","@deshalott fui durante 11 años comercial de una multi discográfica y trabajé con Fnac. Sé lo digo. ","NONE"
"772586104939810816","@erika_boje Sería un puntazo que te dieran los domingos de descanso o que trabajases de mañana y así tener la tarde libre para verlo ","NEU"
"772579678225829888","Casi siempre me hacen fotos sola y quiero fotos cuquis con gente ","N"
"772592968549138432","@citarodriguez_ si, os dejo llamarme inculta, NO LO SABÍA VALE? ","N"
"772592038114189316","@_Democrazy_ 💖💖💖 hombre es que no tengo derecho ninguno a sacarlo de su hábitat natural por el capricho de que me parezca bonito ","N"
"772443416257060864","@CsCValenciana Hay que hacer algo contra los Incendios Forestales, ya basta, estamos jodidos. ","N"
"772418792983068672","@Zaifer4 hahahaha jo, qué agresiva... Normalmente soy yo el filósofo y tú la del humor no? ","N"
"772403679521546244","Casi me entrevistan para La sexta. Digo casi porque me daba vergüenza  así que como mucho apareceré por detrás.","NEU"
"772446169247154176","@paroxia @fallodesistema jope. Quién compondrá ahora esas magníficas canciones? bueno, nos quedan LOS NINTENDOS ","NEU"
"772416801154236416","7 bulbasaur he conseguido y ninguno con buenas estadisticas... ","N"
"773035883704508416","@AlberteLpz @change_es El rey reina pero no gobierna. No puede hacer nada, de ahí la inútil e injusta existencia de su cargo. ","N"
"772940209801531396","@Lenavg3 @Untedeletras es muy cuqui. Si te gusta, comprarlo y listo ","P"
"772917959006314496","no me deis confianza que luego os digo las cosas muy claras y os jode ","N"
"772931783549652994","me cago en dios ya no soy teen el cumpleaños más triste de mi vida ","N"
"772934847660695556","@chescuredo muchísimas gracias a vosotros por venir y por el cariño! Mucha mierda con Priscila ","P"
"772934706979569668","#DietasAExamen es TT #1 en España. Muchas gracias a todos por vuestros comentarios y apoyo ","P"
"772907042843529217","@jaicab_ @nabaroa o al menos pasad fuentes! Yo estoy viendo para reciclarme un poco ","NONE"
